"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Cell and Systems Modelling",5,"1KB720","Battery Technology A1F, Chemistry A1F, Technology A1F","Master's Programme in Battery Technology and Energy Storage"
"Cell Biology",15,"1BG120","Biology G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Cell Biology",15,"1BG120","Biology G1F","Bachelor's Programme in Chemistry"
"Cell Biology",15,"1MB102","Biology G1F, Technology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Challenges in Deep and High Stress Mining",5,"1MP024","Earth Science A1N","Master's Programme in Physics – Geophysics"
"Challenges in Deep and High Stress Mining",5,"1MP024","Earth Science A1N","Master's Programme in Sustainable and Innovative Natural Resource Management – SINReM"
"Change Management",5,"1TG314","Industrial Engineering and Management G1F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Analytical Chemistry"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Physical Chemistry"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Chemical Biology"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Chemical Bonding and Computational Chemistry",10,"1KB550","Chemistry A1N, Physics A1N","Master's Programme in Computational Science"
"Chemical Bonding in Molecules and Materials",5,"1KB278","Materials Science A1N","Master's Programme in Materials Science"
"Chemical Energy Storage",5,"1KB269","Chemistry A1N, Energy Technology A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Chemical Energy Storage",5,"1KB269","Chemistry A1N, Energy Technology A1N, Technology A1N","Master's Programme in Materials Engineering"
"Chemical Energy Storage",5,"1KB269","Chemistry A1N, Energy Technology A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Chemical Molecular Design",10,"1KB483","Chemistry A1F","Master's Programme in Chemical Engineering"
"Chemical Molecular Design",10,"1KB483","Chemistry A1F","Master's Programme in Chemistry – Bio and Nano Materials"
"Chemical Molecular Design",10,"1KB483","Chemistry A1F","Master's Programme in Chemistry – Biochemistry"
"Chemical Molecular Design",10,"1KB483","Chemistry A1F","Master's Programme in Chemistry – Chemical Biology"
"Chemical Molecular Design",10,"1KB483","Chemistry A1F","Master's Programme in Chemistry – Organic Chemistry"
"Chemical Physics",10,"1KB700","Chemistry G2F, Physics G2F","Bachelor's Programme in Chemistry"
"Chemical Thermodynamics",5,"1KB300","Chemistry G1F, Technology G1F","Master's Programme in Chemical Engineering"
"Chemical Thermodynamics",5,"1KB300","Chemistry G1F, Technology G1F","Master's Programme in Environmental and Water Engineering"
"Chemical Thermodynamics",5,"1KB300","Chemistry G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Chemical Thermodynamics",5,"1KB300","Chemistry G1F, Technology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Chemistry for Renewable Energy - Profile Course",5,"1KB763","Chemistry A1N","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Chemistry, Materials and Fuels for Reactor Applications",5,"1FA424","Physics G2F, Technology G2F","Bachelor's Programme in Nuclear Engineering"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Engineering Physics"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Physics – Geophysics"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Physics – Nuclear and Particle Physics"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Physics – Astronomy and Space Physics"
"Classical Electrodynamics",10,"1FA257","Physics A1F","Master's Programme in Quantum Technology"
"Climate Variations",5,"1ME404","Earth Science A1N, Physics A1N","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Climate Variations",5,"1ME404","Earth Science A1N, Physics A1N","Master's Programme in Earth Science – Physical Geography"
"Climate Variations",5,"1ME404","Earth Science A1N, Physics A1N","Master's Programme in Physics – Meteorology and Climate Physics"
"Climate Variations",5,"1ME404","Earth Science A1N, Physics A1N","Master's Programme in Physics – Meteorology"
"Climatology and Climatological Methods",5,"1ME038","Earth Science A1N, Physics A1N","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Climatology and Climatological Methods",5,"1ME038","Earth Science A1N, Physics A1N","Bachelor's Programme in Physics – Meteorology"
"Climatology and Climatological Methods",5,"1ME038","Earth Science A1N, Physics A1N","Master's Programme in Physics – Meteorology and Climate Physics"
"Cold Region Hydrology and Environmental Change",10,"1GE072","Earth Science A1F","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Cold Region Hydrology and Environmental Change",10,"1GE072","Earth Science A1F","Master's Programme in Earth Science – Physical Geography"
"Colloid and Interface Chemistry",10,"1KB303","Chemistry G2F, Technology G2F","Bachelor's Programme in Chemistry"
"Colloid and Interface Chemistry",10,"1KB303","Chemistry G2F, Technology G2F","Master's Programme in Chemistry – Bio and Nano Materials"
"Colloid and Interface Chemistry",10,"1KB303","Chemistry G2F, Technology G2F","Master's Programme in Chemistry – Analytical Chemistry"
"Combinatorial Optimisation and Constraint Programming",10,"1DL442","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Combinatorics",5,"1MA020","Mathematics G1F","Bachelor's Programme in Computer Science"
"Combinatorics",5,"1MA020","Mathematics G1F","Bachelor's Programme in Mathematics"
"Commutative Algebra and Algebraic Geometry",10,"1MA325","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"Compiler Design I",5,"1DL321","Computer Science G2F, Technology G2F","Bachelor's Programme in Computer Science"
"Compiler Design I",5,"1DL321","Computer Science G2F, Technology G2F","Master's Programme in Computer Science"
"Compiler Design I",5,"1DL321","Computer Science G2F, Technology G2F","Master's Programme in Computer and Information Engineering"
"Compiler Design I",5,"1DL321","Computer Science G2F, Technology G2F","Master's Programme in Embedded Systems"
"Complex Analysis",10,"1MA022","Mathematics G2F","Bachelor's Programme in Mathematics"
"Complex Analysis",10,"1MA022","Mathematics G2F","Bachelor's Programme in Physics – Physics"
"Complex Analysis",10,"1MA022","Mathematics G2F","Bachelor's Programme in Physics – Geophysics"
"Complex Analysis",5,"1MA021","Mathematics G1F","Master's Programme in Engineering Physics"
"Complex IT Systems in Large Organisations",5,"1DL630","Computer Science A1F, Technology A1F","Master's Programme in Computer Science"
"Complex IT Systems in Large Organisations",5,"1DL630","Computer Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Complex Systems in Technology and Society - Humanities",5,"5LH653","History of Science and Ideas A1F","Master's Programme in Sociotechnical Systems Engineering"
"Complex Systems in Technology and Society - Technology",10,"1FA455","Technology A1F","Master's Programme in Sociotechnical Systems Engineering"
"Computational Chemistry for Biological Macromolecules",10,"1KB431","Chemistry A1F","Master's Programme in Chemical Engineering"
"Computational Chemistry for Biological Macromolecules",10,"1KB431","Chemistry A1F","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Computational Chemistry for Biological Macromolecules",10,"1KB431","Chemistry A1F","Master's Programme in Chemistry – Biochemistry"
"Computational Finance: Pricing and Valuation",5,"1TD186","Computational Science A1N, Computer Science A1N, Financial Mathematics A1N","Master's Programme in Computational Science"
"Computational Finance: Pricing and Valuation",5,"1TD186","Computational Science A1N, Computer Science A1N, Financial Mathematics A1N","Master's Programme in Engineering Physics"
"Computational Finance: Pricing and Valuation",5,"1TD186","Computational Science A1N, Computer Science A1N, Financial Mathematics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Computational Mechanics of Materials I",5,"1TM112","Materials Engineering A1N, Technology A1N","Master's Programme in Additive Manufacturing"
"Computational Mechanics of Materials I",5,"1TM112","Materials Engineering A1N, Technology A1N","Master's Programme in Engineering Physics"
"Computational Mechanics of Materials I",5,"1TM112","Materials Engineering A1N, Technology A1N","Master's Programme in Materials Engineering"
"Computational Mechanics of Materials I",5,"1TM112","Materials Engineering A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Computational Mechanics of Materials II",5,"1TM136","Materials Engineering A1F","Master's Programme in Additive Manufacturing"
"Computational Mechanics of Materials II",5,"1TM136","Materials Engineering A1F","Master's Programme in Materials Engineering"
"Computational Mechanics of Materials II",5,"1TM136","Materials Engineering A1F","Integrated Master's Programme in Materials Engineering"
"Computational Medicinal Chemistry",5,"3FK219","Drug Discovery and Development A1N, Pharmaceutical Sciences A1N","Master's Programme in Chemical Engineering"
"Computational Methods for Scientific Applications",5,"1TD047","Computational Science A1N, Computer Science A1N","Master's Programme in Bioinformatics – Biology Background"
"Computational Methods for Scientific Applications",5,"1TD047","Computational Science A1N, Computer Science A1N","Master's Programme in Biophysics"
"Computational Methods for Scientific Applications",5,"1TD047","Computational Science A1N, Computer Science A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Computational Physics",5,"1FA573","Computational Science A1N, Physics A1N","Master's Programme in Computational Science"
"Computational Physics",5,"1FA573","Computational Science A1N, Physics A1N","Master's Programme in Engineering Physics"
"Computational Physics",5,"1FA573","Computational Science A1N, Physics A1N","Master's Programme in Quantum Technology"
"Computational Quantum Chemistry for Molecules and Materials",10,"1KB273","Chemistry A1F, Physics A1F","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Computational Reactor Physics with Python",5,"1FA456","Physics A1N, Technology A1N","Master's Programme in Energy Systems Engineering"
"Computer Aided Design",10,"1TE604","Technology G1N","Bachelor's Programme in Mechanical Engineering"
"Computer Architecture",10,"1DT093","Computer Science G1F, Technology G1F","Bachelor's Programme in Computer Science"
"Computer Architecture",10,"1DT093","Computer Science G1F, Technology G1F","Master's Programme in Computer and Information Engineering"
"Computer Architecture I",5,"1DT038","Computer Science G1F, Technology G1F","Master's Programme in Engineering Physics"
"Computer Graphics",10,"1TD388","Computational Science A1N, Computer Science A1N","Bachelor's Programme in Computer Science"
"Computer Graphics",10,"1TD388","Computational Science A1N, Computer Science A1N","Master's Programme in Computational Science"
"Computer Graphics",10,"1TD388","Computational Science A1N, Computer Science A1N","Master's Programme in Computer Science"
"Computer Graphics",10,"1TD388","Computational Science A1N, Computer Science A1N","Master's Programme in Computer and Information Engineering"
"Computer Graphics",10,"1TD388","Computational Science A1N, Computer Science A1N","Master's Programme in Image Analysis and Machine Learning"
"Computer Networks I",5,"1DT052","Computer Science G1F, Technology G1F","Bachelor's Programme in Computer Science"
"Computer Networks I",5,"1DT052","Computer Science G1F, Technology G1F","Master's Programme in Embedded Systems"
"Computer Networks II",10,"1DT074","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Computer Networks II",10,"1DT074","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Computer Networks II",10,"1DT074","Computer Science A1N, Technology A1N","Master's Programme in Embedded Systems"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Biomedical Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Chemistry"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Electrical Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Mathematics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Mechanical Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Physics – Astronomy"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Physics – Physics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Physics – Geophysics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Additive Manufacturing"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Bioinformatics – Biology Background"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Biophysics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Chemical Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Electrical Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Energy Systems Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Engineering Physics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Environmental and Water Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Industrial Analytics"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Integrated Master's Programme in Materials Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Molecular Biotechnology Engineering"
"Computer Programming I",5,"1TD433","Computer Science G1N, Technology G1N","Master's Programme in Water Engineering"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Bachelor's Programme in Mathematics"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Bioinformatics – Biology Background"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Bioinformatics – Computer Science Background"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Computational Science"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Electrical Engineering"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Embedded Systems"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Engineering Physics"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Image Analysis and Machine Learning"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Industrial Analytics"
"Computer Programming II",5,"1TD722","Computer Science G1F, Technology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Computer Systems with Project Work",20,"1DT003","Computer Science G2F, Technology G2F","Master's Programme in Computer and Information Engineering"
"Computer-Aided Design",5,"1TG308","Technology G1F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Computational Science"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Computer-Assisted Image Analysis I",5,"1TD396","Computer Science A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Computer-Intensive Statistics and Applications",10,"1MS049","Computer Science A1N, Data Science A1N, Financial Mathematics A1N, Mathematics A1N","Master's Programme in Computational Science"
"Computer-Intensive Statistics and Applications",10,"1MS049","Computer Science A1N, Data Science A1N, Financial Mathematics A1N, Mathematics A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Computer-Intensive Statistics and Applications",10,"1MS049","Computer Science A1N, Data Science A1N, Financial Mathematics A1N, Mathematics A1N","Master's Programme in Data Science – Data Engineering"
"Computer-Intensive Statistics and Applications",10,"1MS049","Computer Science A1N, Data Science A1N, Financial Mathematics A1N, Mathematics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Computer-Intensive Statistics and Applications",10,"1MS049","Computer Science A1N, Data Science A1N, Financial Mathematics A1N, Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Computing Education Research",10,"1DT061","Computer Science A1N","Master's Programme in Computer Science"
"Computing Education Research",10,"1DT061","Computer Science A1N","Master's Programme in Computer and Information Engineering"
"Concurrent Algorithms and Data Structures",5,"1DL590","Computer Science A1F","Master's Programme in Computer Science"
"Concurrent Algorithms and Data Structures",5,"1DL590","Computer Science A1F","Master's Programme in Computer and Information Engineering"
"Concurrent Algorithms and Data Structures",5,"1DL590","Computer Science A1F","Master's Programme in Embedded Systems"
"Condensed Matter Physics",5,"1FA526","Physics G2F","Bachelor's Programme in Physics – Physics"
"Conformal Field Theory and String Theory",10,"1FA008","Physics A1F","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Conservation of Nature and Natural Resources",15,"1BG204","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Considerations for Effective Physics Teaching",5,"1FA516","Physics G2F","Bachelor's Programme in Physics – Astronomy"
"Considerations for Effective Physics Teaching",5,"1FA516","Physics G2F","Bachelor's Programme in Physics – Physics"
"Construction Management and Leadership",10,"1TS357","Technology G1F","Bachelor's Programme in Construction Engineering"
"Construction Materials",10,"1TE442","Technology G1F","Bachelor's Programme in Construction Engineering"
"Construction, Operation and Maintenance of Wind Farms",10,"1GV156","Wind Power Project Management A1F","Master's Programme in Wind Power Project Management"
"Continuum Mechanics",5,"1TE676","Physics A1N, Technology A1N","Master's Programme in Engineering Physics"
"Continuum Mechanics in Geophysics",5,"1GE048","Earth Science A1N, Physics A1N","Bachelor's Programme in Physics – Geophysics"
"Continuum Mechanics in Geophysics",5,"1GE048","Earth Science A1N, Physics A1N","Master's Programme in Physics – Geophysics"
"Coordination and Organometallic Chemistry",10,"1KB481","Chemistry A1F","Master's Programme in Chemistry – Chemical Biology"
"Coordination and Organometallic Chemistry",10,"1KB481","Chemistry A1F","Master's Programme in Chemistry – Organic Chemistry"
"Cosmology",10,"1FA209","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Creative Workshop Practice",5,"1TE058","Technology G1F","Bachelor's Programme in Electrical Engineering"
"Creative Workshop Practice",5,"1TE058","Technology G1F","Master's Programme in Engineering Physics"
"Creativity and Sustainable Design in Technology-Based Entrepreneurship",5,"1TS344","Technology A1F","Master's Programme in Industrial Engineering and Management"
"Critical Metals and Minerals",5,"1MP022","Earth Science A1N","Master's Programme in Physics – Geophysics"
"Critical Metals and Minerals",5,"1MP022","Earth Science A1N","Master's Programme in Sustainable and Innovative Natural Resource Management – SINReM"
"Cryptology",5,"1DT075","Computer Science A1N, Technology A1N","Bachelor's Programme in Computer Science"
"Cryptology",5,"1DT075","Computer Science A1N, Technology A1N","Bachelor's Programme in Mathematics"
"Cryptology",5,"1DT075","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Cryptology",5,"1DT075","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Analytical Chemistry"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Biochemistry"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Physical Chemistry"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Chemical Biology"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Current Trends in Chemistry",5,"1KB467","Chemistry A1N","Master's Programme in Chemistry – Organic Chemistry"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Bachelor's Programme in Computer Science"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Computational Science"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Computer Science"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Data Science – Data Engineering"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Image Analysis and Machine Learning"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Data Engineering I",5,"1TD169","Computational Science A1N, Computer Science A1N, Data Science A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Data Engineering II",10,"1TD076","Computational Science A1F, Computer Science A1F, Data Science A1F, Technology A1F","Master's Programme in Computational Science"
"Data Engineering II",10,"1TD076","Computational Science A1F, Computer Science A1F, Data Science A1F, Technology A1F","Master's Programme in Computer Science"
"Data Engineering II",10,"1TD076","Computational Science A1F, Computer Science A1F, Data Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Data Engineering II",10,"1TD076","Computational Science A1F, Computer Science A1F, Data Science A1F, Technology A1F","Master's Programme in Data Science – Data Engineering"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Computational Science"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Data Science – Data Engineering"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Industrial Analytics"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Data Mining I",5,"1DL360","Computer Science A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Data Science – Data Engineering"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Data Security and Privacy",5,"1DT114","Computer Science A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Data, Ethics and Law",5,"1DL002","Computer Science A1N, Data Science A1N, Human-Computer Interaction A1N, Image Analysis and Machine Learning A1N","Master's Programme in Computer Science"
"Data, Ethics and Law",5,"1DL002","Computer Science A1N, Data Science A1N, Human-Computer Interaction A1N, Image Analysis and Machine Learning A1N","Master's Programme in Computer and Information Engineering"
"Data, Ethics and Law",5,"1DL002","Computer Science A1N, Data Science A1N, Human-Computer Interaction A1N, Image Analysis and Machine Learning A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Data, Ethics and Law",5,"1DL002","Computer Science A1N, Data Science A1N, Human-Computer Interaction A1N, Image Analysis and Machine Learning A1N","Master's Programme in Data Science – Data Engineering"
"Data, Ethics and Law",5,"1DL002","Computer Science A1N, Data Science A1N, Human-Computer Interaction A1N, Image Analysis and Machine Learning A1N","Master's Programme in Image Analysis and Machine Learning"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Bachelor's Programme in Computer Science"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Bachelor's Programme in Mathematics"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Bioinformatics – Biology Background"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Computational Science"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Computer Science"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Computer and Information Engineering"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Data Science – Machine Learning and Statistics"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Data Science – Data Engineering"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Engineering Physics"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Image Analysis and Machine Learning"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Industrial Analytics"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Industrial Engineering and Management"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Molecular Biotechnology Engineering"
"Database Design I",5,"1DL301","Computer Science G2F, Sociotechnical Systems G2F, Technology G2F","Master's Programme in Sociotechnical Systems Engineering"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Computational Science"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Data Science – Data Engineering"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Industrial Analytics"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Database Design II",5,"1DL400","Computer Science A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Decision Analysis in Energy Planning with Focus on Wind Power",5,"1GV129","Wind Power Project Management G1F","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
